,PAYSTAT_SEP,CUR_BIL_SEP,PAID_SEP,CREDIT,CREDIT_RATIO,AGE,DEFAULT
0,1.8049736717265212,-0.6521170360963353,-0.34482832819077786,-1.1302619861755794,-0.6510988498027529,-1.2441991175511424,0
1,-0.8758748695857261,-0.6687583891549044,-0.34482832819077786,-0.35881834169638055,-0.9990864107705552,-1.0267011201095,0
2,0.017741310851689684,-0.3097458682967251,-0.2538403562723399,-0.5902514350401402,-0.649230497093899,-0.15670913034293024,1
3,0.017741310851689684,-0.06977782756345184,-0.22494957731009546,-0.8988288928318198,1.350797116493883,0.16953786581953345,1
4,-0.8758748695857261,-0.5885257080804873,-0.22494957731009546,-0.8988288928318198,-0.7542154338664043,2.344517840235958,1
5,0.017741310851689684,0.16558038263125766,-0.19497988958992488,-0.8988288928318198,1.7877938247847347,0.16953786581953345,1
6,0.017741310851689684,4.26934345430024,2.9518373210279876,2.5726675073245753,1.0030840385196313,-0.7004541239470363,1
7,0.017741310851689684,-0.5444687059538613,-0.3220513655234482,-0.5131070705922204,-1.0252364797507258,-1.3529481162719637,1
8,0.017741310851689684,-0.55245817764973,-0.14529014734988202,-0.20452961280054077,-0.7856555708368222,-0.8092031226678577,1
9,-1.7694910500231418,-0.7050151794904708,-0.34482832819077786,-1.1302619861755794,-1.0346331948452552,-0.047960131622109,1
10,0.017741310851689684,-0.5553241133511245,-0.20660812842535106,0.25833657388697856,-0.913625759805572,-0.15670913034293024,1
11,-0.8758748695857261,-0.5392640585716119,0.9629289651665861,0.7212027605744978,-0.8285331785512755,1.6920238479110308,1
12,-0.8758748695857261,-0.5409403605856351,-0.28488895275043663,3.575544245147534,-1.0091199750814954,0.6045338607028183,1
13,0.9113574912891054,0.18453341024142322,-0.15302232678168604,-0.74454016393598,1.345243869828996,-0.5917051252262151,0
14,0.017741310851689684,0.2532753113810038,-0.16501020186975426,0.644058396126578,-0.37132402196194875,-0.7004541239470363,1
15,0.9113574912891054,-0.020786549347160795,-0.34482832819077786,-0.8988288928318198,0.40815822332688173,-1.3529481162719637,1
16,0.017741310851689684,-0.4971537297515935,-0.15302232678168604,-1.1302619861755794,1.1921410005820394,-1.2441991175511424,0
17,0.017741310851689684,2.7190479811859904,0.2760237226202762,1.1840689472620172,0.8704889700765367,1.474525850469388,1
18,0.9113574912891054,-0.7050151794904708,-0.34482832819077786,1.4926464050536967,-1.0346331948452552,1.474525850469388,1
19,0.9113574912891054,-0.7050151794904708,-0.34482832819077786,0.10404784499113878,-1.0346331948452552,-0.7004541239470363,1
20,0.017741310851689684,-0.18647007744287358,-0.16501020186975426,-0.28167397724846066,-0.507960628980215,0.3870358632611759,1
21,-0.8758748695857261,-0.7007433130676374,-0.32588748555163,-0.35881834169638055,-1.028121436139397,0.3870358632611759,0
22,1.8049736717265212,-0.14957791456973388,-0.22453000168201306,-0.74454016393598,0.4647787306709107,-1.0267011201095,0
23,-1.7694910500231418,-0.6305008512542135,0.8196738578641707,2.186945685084976,-0.9279172842395471,0.49578486198199717,0
